stop_id,title,latitude,longitude,routes
4723,Panasa Sotnyka St,49.872724,23.933106,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4724,Panasa Sotnyka St,49.872397,23.933703,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4725,Stelmakha St,49.870464,23.945495,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4726,Stelmakha St,49.87046,23.946272,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4727,Riasne-1 Microrayon,49.868361,23.950821,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4728,Riasne-1 Microrayon,49.868147,23.952591,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4729,Lushpynskoho St,49.866402,23.956744,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4730,Lushpynskoho St,49.866299,23.956538,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4743,Tatarbunarska St,49.853769,23.985313,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4744,Tatarbunarska St,49.854003,23.984989,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4745,Briukhovytska St,49.860225,23.970184,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4746,Briukhovytska St,49.85985,23.970693,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
5443,Briukhovychi (Vokzal),49.903656,23.939836,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5447,Briukhovychi (Pliazhna St),49.905757,23.957384,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5448,Briukhovychi (Pliazhna St),49.905631,23.957358,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5449,Briukhovychi (Kurortna St),49.9044,23.960074,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5450,Briukhovychi (Kurortna St),49.904551,23.960193,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5451,Briukhovychi (Tsvyntar),49.897491,23.964136,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5452,Briukhovychi (Tsvyntar),49.89738,23.963933,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5454,Zamarstyniv,49.871305,24.018042,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5706,Bus Station #2,49.864134,24.052449,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
5708,Radiorynok,49.861827,24.050686,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
5709,Radiorynok,49.861927,24.050493,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
5710,Vysochana St,49.858123,24.0475,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
5714,Mykhaila Maksymovycha St,49.793552,24.022459,"[{'name': '57', 'transport_type': 'marshrutka'}]"
6046,Poliklinika #5,49.826271,23.968002,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
6321,Shyroka St,49.843014,23.980556,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
7227,Ivana Kavaleridze St,49.794552,24.063315,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
7231,Likarnia Sviatoho Luky Pershoho,49.811367,24.050735,"[{'name': '27', 'transport_type': 'marshrutka'}]"
7232,Likarnia Sviatoho Luky Pershoho,49.81121,24.050518,"[{'name': '27', 'transport_type': 'marshrutka'}]"
7900,Maiorivka,49.826082,24.073425,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7902,Maiorivka,49.82668,24.072902,"[{'name': '15', 'transport_type': 'marshrutka'}]"
7903,Kashtanova St,49.824685,24.079231,"[{'name': '15', 'transport_type': 'marshrutka'}]"
7904,Kashtanova St,49.824816,24.078418,"[{'name': '15', 'transport_type': 'marshrutka'}]"
7906,Medovoi Pechery St,49.822975,24.084346,"[{'name': '15', 'transport_type': 'marshrutka'}]"
7911,Prymiskyi vokzal,49.836284,23.996765,"[{'name': '15', 'transport_type': 'marshrutka'}]"
9084,Hrinchenka St,49.872481,24.050791,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
9086,Bohdanivska St,49.840513,24.085748,"[{'name': '19', 'transport_type': 'marshrutka'}]"
9087,Staroznesenska St,49.849169,24.082971,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
9088,Staroznesenska St,49.848369,24.084387,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
9089,Avtorynok,49.854793,24.076021,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
9090,Avtorynok,49.854941,24.076328,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
9091,Polova St,49.85697,24.063626,"[{'name': '20', 'transport_type': 'marshrutka'}]"
9093,Koreiska St,49.855583,24.053644,"[{'name': '19', 'transport_type': 'marshrutka'}]"
9094,Koreiska St,49.855518,24.053452,"[{'name': '19', 'transport_type': 'marshrutka'}]"
9097,Chyhyrynska St,49.870628,24.05565,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
9098,Chyhyrynska St,49.870491,24.055597,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
9099,Hrinchenka St,49.872043,24.05231,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
9928,Akvapark,49.806499,23.999086,"[{'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
9929,Akvapark,49.807148,23.998646,"[{'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
9938,Stanislava Lema Square,49.831645,24.016664,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
10333,Bihova,49.841382,24.096471,"[{'name': '23', 'transport_type': 'marshrutka'}]"
10335,Bohdanivska St,49.840286,24.084869,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}]"
12396,Korduby St,49.85095,24.045054,"[{'name': '25', 'transport_type': 'marshrutka'}]"
12397,Korduby St,49.85083,24.044942,"[{'name': '25', 'transport_type': 'marshrutka'}]"
12398,Zaklynskykh St,49.850935,24.049442,"[{'name': '25', 'transport_type': 'marshrutka'}]"
12399,Zaklynskykh St,49.850791,24.049818,"[{'name': '25', 'transport_type': 'marshrutka'}]"
14209,Mechnykova St,49.83848,24.055556,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
15569,Sknylivskyi Park,49.817454,23.97265,"[{'name': '51', 'transport_type': 'marshrutka'}]"
15570,Sadova St,49.821711,23.979632,"[{'name': '51', 'transport_type': 'marshrutka'}]"
15571,Sadova St,49.821785,23.979456,"[{'name': '51', 'transport_type': 'marshrutka'}]"
15714,v. Bilohorshcha,49.845895,23.929496,"[{'name': '34', 'transport_type': 'marshrutka'}]"
15717,Roksoliany St,49.843939,23.958552,"[{'name': '34', 'transport_type': 'marshrutka'}]"
15718,Roksoliany St,49.84399,23.958304,"[{'name': '34', 'transport_type': 'marshrutka'}]"
15720,Estonska St,49.846858,23.990659,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
21937,Dunaiska St,49.816577,24.050754,"[{'name': '43', 'transport_type': 'marshrutka'}]"
21938,Dunaiska St,49.816646,24.050554,"[{'name': '43', 'transport_type': 'marshrutka'}]"
23696,Antonycha St,49.785213,24.069595,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}]"
25157,Haiduchka St,49.853355,24.077289,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
25158,Haiduchka St,49.852847,24.077533,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
29067,Trylovskoho St,49.78374,24.067279,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}]"
32211,Zaliznychna raiadministratsiia,49.823288,23.967604,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
35217,Bus Station #3,49.823038,23.978263,"[{'name': '51', 'transport_type': 'marshrutka'}]"
35218,Nishchynskoho St,49.839349,24.066677,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
35219,Nishchynskoho St,49.83931,24.066887,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
35220,Kryvchytsi,49.844303,24.073901,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
35221,Kryvchytsi,49.844117,24.073689,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
35225,Briukhovychi (Sichovykh Striltsiv St),49.917297,23.968365,"[{'name': '22', 'transport_type': 'marshrutka'}]"
35226,Briukhovychi (Sichovykh Striltsiv St),49.917314,23.968161,"[{'name': '22', 'transport_type': 'marshrutka'}]"
38800,v. Malekhiv,49.880741,24.070213,"[{'name': '60', 'transport_type': 'marshrutka'}]"
38801,v. Malekhiv,49.880529,24.070492,"[{'name': '60', 'transport_type': 'marshrutka'}]"
47794,700-richchia Lvova Square,49.850394,24.025707,"[{'name': '20', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
51561,v. Malekhiv (Zhovkivska St),49.879718,24.061604,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
51562,v. Malekhiv (Zhovkivska St),49.879961,24.061843,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
51563,v. Velyki Hrybovychi (Polova St),49.902391,24.056315,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
51564,v. Velyki Hrybovychi (Polova St),49.901772,24.056196,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
51565,v. Velyki Hrybovychi,49.91201,24.053832,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
51566,v. Velyki Hrybovychi,49.911612,24.053622,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
51632,Levandivske ozero,49.84636,23.985211,"[{'name': '17', 'transport_type': 'marshrutka'}]"
51633,Levandivske ozero,49.846244,23.985382,"[{'name': '17', 'transport_type': 'marshrutka'}]"
51634,Lyvarna St,49.844423,23.983938,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
51635,Lyvarna St,49.844639,23.98412,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
52811,King Cross Leopolis Mall,49.774748,24.014426,"[{'name': '25', 'transport_type': 'marshrutka'}]"
53634,Kovelska St,49.859752,24.060167,"[{'name': '20', 'transport_type': 'marshrutka'}]"
53635,Kukurudziana St,49.86238,24.060769,"[{'name': '20', 'transport_type': 'marshrutka'}]"
53636,Kukurudziana St,49.862497,24.060661,"[{'name': '20', 'transport_type': 'marshrutka'}]"
74287,Porichkova St,49.864282,23.960066,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
74288,Porichkova St,49.864443,23.960016,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
74289,Biberovycha St,49.862924,23.963211,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
74290,Biberovycha St,49.862957,23.963558,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
75004,Shevchenkivska raiadministratsiia,49.857369,24.023076,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
78615,Veteraniv St,49.850481,24.021304,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
80797,Kovelska St,49.859068,24.059107,"[{'name': '19', 'transport_type': 'marshrutka'}]"
80798,Kovelska St,49.859335,24.060338,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}]"
80799,Myliatynska St,49.857536,24.057271,"[{'name': '19', 'transport_type': 'marshrutka'}]"
80800,Myliatynska St,49.857501,24.0575,"[{'name': '19', 'transport_type': 'marshrutka'}]"
88655,v. Zbyranka (Tsentr),49.900705,24.018146,"[{'name': '55', 'transport_type': 'marshrutka'}]"
136637,Sokilnytska St,49.784137,24.014429,"[{'name': '25', 'transport_type': 'marshrutka'}]"
136638,Sokilnytska St,49.78329,24.013832,"[{'name': '25', 'transport_type': 'marshrutka'}]"
155570,Pid Holoskom St,49.870906,24.005325,"[{'name': '37', 'transport_type': 'marshrutka'}]"
156127,"METRO Mall, Zakhidna Bus Station",49.821635,23.920088,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}]"
157425,Pilotiv St,49.844507,23.972258,"[{'name': '17', 'transport_type': 'marshrutka'}]"
157426,Olesnytskoho St,49.845406,23.97822,"[{'name': '17', 'transport_type': 'marshrutka'}]"
157427,Pilotiv St,49.844383,23.971685,"[{'name': '17', 'transport_type': 'marshrutka'}]"
157428,Olesnytskoho St,49.845266,23.978181,"[{'name': '17', 'transport_type': 'marshrutka'}]"
167237,Motozavod,49.829505,23.968074,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
167246,Zernova St,49.846338,24.025061,"[{'name': '22', 'transport_type': 'marshrutka'}]"
167251,Skeit-park,49.869522,24.05677,"[{'name': '12', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
167259,Haidamatska St,49.850914,24.029442,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
167267,Varshavska St,49.867261,24.015147,"[{'name': '37', 'transport_type': 'marshrutka'}]"
167270,Shevchenka St,49.861797,23.966356,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
167271,Shevchenka St,49.861684,23.966287,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
167272,Hnizdovskoho St,49.841773,23.966758,"[{'name': '34', 'transport_type': 'marshrutka'}]"
167273,Lavrivskoho St,49.844989,23.932508,"[{'name': '34', 'transport_type': 'marshrutka'}]"
167274,Lavrivskoho St,49.845094,23.932758,"[{'name': '34', 'transport_type': 'marshrutka'}]"
167275,Haiovskoi St,49.844854,23.945479,"[{'name': '34', 'transport_type': 'marshrutka'}]"
167276,Haiovskoi St,49.844764,23.945651,"[{'name': '34', 'transport_type': 'marshrutka'}]"
167277,Narodnyi dim Bilohorshcha,49.844387,23.937982,"[{'name': '34', 'transport_type': 'marshrutka'}]"
167278,Narodnyi dim Bilohorshcha,49.844462,23.938201,"[{'name': '34', 'transport_type': 'marshrutka'}]"
167279,Horodotska-Kiltseva,49.821121,23.917161,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}]"
167294,Epitsentr Hypermarket,49.824224,23.91016,"[{'name': '21', 'transport_type': 'marshrutka'}]"
167295,Epitsentr Hypermarket,49.82448,23.910415,"[{'name': '21', 'transport_type': 'marshrutka'}]"
167304,Symona Petliury St,49.819816,23.980911,"[{'name': '51', 'transport_type': 'marshrutka'}]"
167305,Symona Petliury St,49.819789,23.980697,"[{'name': '51', 'transport_type': 'marshrutka'}]"
167307,Yaneva St,49.808859,24.012047,"[{'name': '11', 'transport_type': 'marshrutka'}]"
167313,Ipodrom,49.777927,24.014303,"[{'name': '25', 'transport_type': 'marshrutka'}]"
167339,Briukhovychi (Pansionat Lviv),49.907007,23.947627,"[{'name': '22', 'transport_type': 'marshrutka'}]"
167340,Briukhovychi (Pansionat Lviv),49.906875,23.947641,"[{'name': '22', 'transport_type': 'marshrutka'}]"
167343,Briukhovychi (Ivasiuka St),49.901756,23.941587,"[{'name': '22', 'transport_type': 'marshrutka'}]"
167345,Briukhovychi (Vokzal),49.904098,23.940666,"[{'name': '22', 'transport_type': 'marshrutka'}]"
167346,Santa Barbara (14),49.785256,24.059485,"[{'name': '14', 'transport_type': 'marshrutka'}]"
167352,Richka Zubra,49.796808,24.039248,"[{'name': '37', 'transport_type': 'marshrutka'}]"
167353,Hnata Khotkevycha St,49.794804,24.044484,"[{'name': '37', 'transport_type': 'marshrutka'}]"
168771,Poliklinika UMVS,49.873939,24.013517,"[{'name': '22', 'transport_type': 'marshrutka'}]"
168772,Poliklinika UMVS,49.873786,24.013536,"[{'name': '22', 'transport_type': 'marshrutka'}]"
169430,Promyslova St,49.85364,24.041631,"[{'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
169431,Promyslova St,49.853388,24.041202,"[{'name': '25', 'transport_type': 'marshrutka'}]"
169651,Ivana Horbachevskoho,49.825831,24.009664,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
174027,povydla Fabryka,49.854929,24.04453,"[{'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
174028,Novovoznesenska St,49.8546,24.04651,"[{'name': '19', 'transport_type': 'marshrutka'}]"
184236,Briukhovychi (Pid Osovoiu St),49.92222,23.982343,"[{'name': '22', 'transport_type': 'marshrutka'}]"
184237,Briukhovychi (Verbova St),49.914089,23.965587,"[{'name': '22', 'transport_type': 'marshrutka'}]"
184241,Briukhovychi (Silrada),49.902721,23.941307,"[{'name': '22', 'transport_type': 'marshrutka'}]"
185531,Mykolaichuka St,49.865726,24.044356,"[{'name': '12', 'transport_type': 'marshrutka'}]"
185557,Hrinchenka St (39),49.872982,24.05071,"[{'name': '39', 'transport_type': 'marshrutka'}]"
186287,Santa Barbara (19),49.784509,24.059509,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
194462,AZS,49.892012,24.10424,"[{'name': '60', 'transport_type': 'marshrutka'}]"
194463,AZS,49.891742,24.105098,"[{'name': '60', 'transport_type': 'marshrutka'}]"
194464,v. Hamaliivka,49.901348,24.14879,"[{'name': '60', 'transport_type': 'marshrutka'}]"
194465,v. Hamaliivka,49.901859,24.149255,"[{'name': '60', 'transport_type': 'marshrutka'}]"
196147,v. Mali Pidlisky,49.918731,24.160345,"[{'name': '60', 'transport_type': 'marshrutka'}]"
196848,v. Hriada,49.933467,24.051073,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}]"
196849,v. Hriada,49.933778,24.0515,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}]"
196850,Turn on v. Zashkiv,49.946525,24.054525,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}]"
196851,Turn on v. Zashkiv,49.94701,24.054901,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}]"
199371,Halytske perekhrestia,49.87548,24.062233,"[{'name': '60', 'transport_type': 'marshrutka'}]"
201950,Dubliany,49.889654,24.090434,"[{'name': '60', 'transport_type': 'marshrutka'}]"
201951,Dubliany,49.890046,24.090976,"[{'name': '60', 'transport_type': 'marshrutka'}]"
204332,Dubova St,49.83823,24.079734,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}]"
222140,Briukhovychi (Smolysta St),49.894741,23.946622,"[{'name': '22', 'transport_type': 'marshrutka'}]"
222163,Briukhovychi (Smolysta St),49.895094,23.946088,"[{'name': '22', 'transport_type': 'marshrutka'}]"
222164,Briukhovychi (Verbova St),49.914006,23.965395,"[{'name': '22', 'transport_type': 'marshrutka'}]"
222165,Ipodrom,49.776404,24.013795,"[{'name': '25', 'transport_type': 'marshrutka'}]"
222197,Try Slony Mall,49.830982,23.907006,"[{'name': '21', 'transport_type': 'marshrutka'}]"
222236,Dytiachyi dyspanser,49.877945,24.00348,"[{'name': '22', 'transport_type': 'marshrutka'}]"
222237,Dytiachyi dyspanser,49.877536,24.003861,"[{'name': '22', 'transport_type': 'marshrutka'}]"
222263,Shevchenkivskyi Hai,49.842391,24.06954,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
222264,Shevchenkivskyi Hai,49.842418,24.069355,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
222273,Likarnia Sviatoho Luky Pershoho,49.813757,24.050846,"[{'name': '43', 'transport_type': 'marshrutka'}]"
222292,Halytske perekhrestia,49.874362,24.061732,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
222346,v. Malekhiv (Tarasa Shevchenka St),49.884012,24.0758,"[{'name': '60', 'transport_type': 'marshrutka'}]"
222347,v. Malekhiv (Tarasa Shevchenka St),49.883895,24.07528,"[{'name': '60', 'transport_type': 'marshrutka'}]"
